AC0018W,RN100218270,GEORGIA-PACIFIC WOOD PRODUCTS SOUTH LLC,DIBOLL COMPLEX,2015,ANGELINA,10,2493,RECONSTITUTED WOOD PRODUCTS,983.3859,225.3493,0.0067,189.4574,116.2912,3.8011,507.9311
AC0028T,RN100213453,LUFKIN INDUSTRIES LLC,OILFIELD DIVISION,2015,ANGELINA,10,3441,FABRICATED STRUCTURAL METAL,1.5317,2.6997,0,1.1786,1.1763,0.0112,54.8358
AC0040G,RN100228659,NATURAL GAS PIPELINE CO OF AMERICA LLC,COMPRESSOR STATION 303,2015,ANGELINA,10,4922,NATURAL GAS TRANSMISSION,30.3643,172.4281,0,1.5115,1.5115,0.0186,10.0256
AC0051B,RN100211143,CLEMSA LUMBER COMPANY,POLLOK LUMBER MILL,2015,ANGELINA,10,2421,SAWMILLS & PLANING MILLS GENERAL,16.7282,6.1336,0.0014,7.1641,4.4409,0.697,8.825
AC0055Q,RN102582673,ATLAS ROOFING CORPORATION,FOAM INSULATION BOARD PLANT,2015,ANGELINA,10,3086,PLASTICS & FOAM PRODUCTS,0.01,0.047,0,0.155,0,0.001,22.024
ACA001A,RN105224877,ASPEN POWER LLC,LUFKIN GENERATING PLANT,2015,ANGELINA,10,4911,ELECTRIC SERVICES,7.0546,2.4474,0.0001,1.8773,1.4134,1.6052,1.4005
ADA001A,RN107582124,MAGNUM OPERATING LLC,BULL REDFISH TANK BATTERY,2015,ARANSAS,14,1311,CRUDE PETROLEUM & NATURAL GAS,8.3042,16.7841,0,0.0794,0.0794,0.0035,22.5656
AF0010F,RN100226794,NORTHERN NATURAL GAS CO,CLAUDE COMPRESSOR STATION,2015,ARMSTRONG,1,4922,NATURAL GAS TRANSMISSION,1.1393,4.4489,0,0.0926,0.0926,0.0482,0.1156
AG0007G,RN100226539,SAN MIGUEL ELECTRIC COOPERATIVE INC,SAN MIGUEL ELECTRIC PLANT,2015,ATASCOSA,13,4911,ELECTRIC SERVICES,1269.33,2082.83,0.0662,219.2145,77.3375,5520.56,59.2534
AG0024G,RN102643327,ETC FIELD SERVICES LLC,FASHING PLANT,2015,ATASCOSA,13,1321,NATURAL GAS LIQUIDS,57.8695,46.6295,0,1.1442,1.1442,75.8682,26.5652
AH0039F,RN100220672,ACME BRICK COMPANY,SAN FELIPE,2015,AUSTIN,12,3251,BRICK AND STRUCTURAL CLAY TILE,51.2208,13.2595,0,7.9933,0.018,74.4322,8.8804
BA0064U,RN100223551,NATURAL GAS PIPELINE CO OF AMERICA LLC,BOOSTER STATION 168,2015,BAILEY,2,4922,NATURAL GAS TRANSMISSION,0.0276,0.1,0,0.0028,0.0028,0.0001,4.6631
BB0005C,RN101630481,ENTERPRISE  PRODUCTS  OPERATING  LLC,BANDERA COMPRESSOR STATION,2015,BANDERA,13,4922,NATURAL GAS TRANSMISSION,69.682,295.221,0,3.02,3.02,0.177,21.757
BC0015L,RN102038486,LOWER COLORADO RIVER AUTHORITY,SIM GIDEON POWER PLANT,2015,BASTROP,11,4911,ELECTRIC SERVICES,7.068,264.3154,0.0008,11.6337,11.61,0.9403,11.0267
BC0018F,RN100212034,FORTERRA BRICK LLC,ELGIN FACILITY,2015,BASTROP,11,3251,BRICK AND STRUCTURAL CLAY TILE,90.5684,26.769,0,43.4137,36.3525,138.3549,6.8873
BC0059O,RN100225846,ACME BRICK COMPANY,ELGIN PLANT,2015,BASTROP,11,3251,BRICK AND STRUCTURAL CLAY TILE,31.2835,26.1448,0,98.2344,0.0805,143.5251,2.6039
BC0082T,RN100723915,GENTEX POWER CORPORATION,LOST PINES 1 POWER PLANT,2015,BASTROP,11,4911,ELECTRIC SERVICES,80.9412,196.0011,0,50.65,49.8862,6.239,7.1791
BC0083R,RN101056851,BASTROP ENERGY PARTNERS LP,BASTROP ENERGY CENTER,2015,BASTROP,11,4911,ELECTRIC SERVICES,24.0702,378.6259,0,45.2552,45.2552,7.4216,32.2242
BE0013Q,RN100226505,PIONEER NATURAL RESOURCES USA INC,PAWNEE GAS PLANT,2015,BEE,14,1311,CRUDE PETROLEUM & NATURAL GAS,122.4714,74.4408,0,3.351,3.351,354.2593,11.6137
BE0022P,RN102735081,KINDER MORGAN TEXAS PIPELINE LLC,KENEDY COMPRESSOR STATION,2015,BEE,14,4922,NATURAL GAS TRANSMISSION,29.2309,113.6043,0,2.342,2.342,1.2061,19.5186
BE0026H,RN100225408,TRUNKLINE GAS COMPANY LLC,BEEVILLE COMPRESSOR STATION,2015,BEE,14,4923,GAS TRANSMISSION AND DISTRIBUTION,1.6021,6.961,0,0.0005,0.0005,0.1786,2.2841
BEA003C,RN106270051,TPL SOUTHTEX PIPELINE COMPANY LLC,SILVER OAK PROCESSING PLANT,2015,BEE,14,1321,NATURAL GAS LIQUIDS,41.8724,71.2875,0,7.7583,7.7583,0.3542,60.2737
BEA004D,RN106476377,FRIO LASALLE PIPELINE LLC,LONE STAR PROCESSING FACILITY,2015,BEE,14,1321,NATURAL GAS LIQUIDS,96.6958,119.6049,0,7.0324,7.0324,2.1352,76.3448
BEA005E,RN106085418,MARATHON EAGLE FORD MIDSTREAM LLC,SUGARLOAF STATION,2015,BEE,14,1311,CRUDE PETROLEUM & NATURAL GAS,22.5226,45.6674,0,3.8394,3.8393,0.2345,59.9516
BF0012H,RN100211242,E R CARPENTER LP,CUSHIONING MANUFACTURING TEMPLE DIVISION,2015,BELL,9,3086,PLASTICS & FOAM PRODUCTS,3.4725,4.1372,0,1.1048,0.3476,0.0247,106.4898
BF0053Q,RN100228196,PACTIV LLC,TEMPLE PLANT,2015,BELL,9,3086,PLASTICS & FOAM PRODUCTS,0.722,3.379,0,10.816,0.39,0.035,251.9703
BF0089S,RN100219401,WASTE MANAGEMENT OF NORTH TEXAS,TEMPLE RECYCLING & DISPOSAL FACILITY,2015,BELL,9,4953,REFUSE SYSTEMS,64.13,14.201,0,31.61,9.62,2.404,5.632
BF0104B,RN100215524,BELCO MANUFACTURING COMPANY INC,BELCO MFG CO,2015,BELL,9,2221,BROADWOVEN FABRIC MILLS/MAN-MADE FIBER AND SILK,0,0,0,0.936,0.936,0,67.86
BF0107S,RN100215243,AMERICAN ROCKWOOL MANUFACTURING LLC,NOLANVILLE PLANT,2015,BELL,9,3296,MINERAL WOOL,416.0208,3.7002,0,6.32,5.58,30.6015,6.7057
BF0110G,RN100215631,WILSONART LLC,TEMPLE NORTH LAMINATE FACILITY,2015,BELL,9,3089,PLASTICS PRODUCTS & NEC,39.047,59.786,0,8.122,3.3986,1.333,45.811
BF0129I,RN101612083,US DEPT OF THE ARMY,FORT HOOD,2015,BELL,9,9711,NATIONAL SECURITY,107.7289,35.5342,0.1575,19.3486,12.6125,1.0513,14.6968
BF0139F,RN100223254,VIRON INTERNATIONAL CORPORATION,FIBERGLASS SPRAY FACILITY,2015,BELL,9,5075,WARM AIR HEAT & AIR CONDITIONING,0,0,0,0,0,0,5.32
BFA001A,RN105047450,LIDE INDUSTRIES LLC,TROY FIBERGLASS PLANT,2015,BELL,9,3089,PLASTICS PRODUCTS & NEC,0.3616,0.6287,0,0.0839,0.0839,0.0008,10.4056
BFA003C,RN105380216,PANDA TEMPLE POWER LLC,PANDA TEMPLE POWER STATION,2015,BELL,9,4911,ELECTRIC SERVICES,555.21,168.5837,0,60.9018,60.8301,15.0046,41.4103
BFA004D,RN104385869,ENGINEERED COMPOSITE SYSTEMS LLC,ECS FACILITY,2015,BELL,9,3089,PLASTICS PRODUCTS & NEC,0,0,0,0,0,0,12.5212
BG0045E,RN100211507,CAPITOL AGGREGATES INC,PORTLAND CEMENT,2015,BEXAR,13,3241,CEMENT & HYDRAULIC,676.7787,581.0277,0.0057,83.767,42.8734,708.8602,92.5165
BG0057U,RN100217975,CITY PUBLIC SERVICE BOARD,CALAVERAS PLANT,2015,BEXAR,13,4911,ELECTRIC SERVICES,2197.5,4341.9,0.1087,320.3,214.5,10180.9,46.5
BG0059Q,RN100217439,CITY PUBLIC SERVICE BOARD,LEON CREEK PLANT,2015,BEXAR,13,4911,ELECTRIC SERVICES,2.898,6.964,0,1.039,1.033,0.234,0.5087
BG0063C,RN102071131,NUSTAR LOGISTICS LP,SAN ANTONIO TERMINAL EAST,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,11.2454,4.2931,0,0.2333,0.2333,0,41.0208
BG0064A,RN100668573,ENTERPRISE HYDROCARBONS LP,SAN MARTIN GAS PLANT,2015,BEXAR,13,1321,NATURAL GAS LIQUIDS,3.246,27.035,0,1.2,1.2,0.216,5.508
BG0075S,RN100542729,US DEPT OF AIR FORCE,JBSA LACKLAND,2015,BEXAR,13,9711,NATIONAL SECURITY,30.9844,56.9992,0.0107,22.1402,14.8879,0.6009,17.3188
BG0083T,RN101677003,EXXONMOBIL CORPORATION,SAN ANTONIO TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,17.471
BG0098G,RN101073013,CITGO PETROLEUM CORPORATION,CITGO SAN ANTONIO TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0.0005,0.0001,0,14.9798
BG0103P,RN101485183,CALUMET SAN ANTONIO REFINING LLC,PETROLEUM REFINERY,2015,BEXAR,13,2911,PETROLEUM REFINING,50.2271,34.696,0,3.916,3.7455,5.5427,97.0905
BG0170A,RN100220094,US DEPT OF AIR FORCE,JBSA RANDOLPH,2015,BEXAR,13,9711,NATIONAL SECURITY,5.2815,6.661,0.0001,0.6362,0.6138,0.116,5.9422
BG0186I,RN100217835,CITY PUBLIC SERVICE BOARD,VH BRAUNIG PLANT,2015,BEXAR,13,4911,ELECTRIC SERVICES,80.21,572.21,0,80.69,80.61,7.11,45.65
BG0210N,RN102301280,CALUMET SAN ANTONIO REFINING LLC,ELEMENDORF TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,12.3987
BG0218U,RN100519214,MOTIVA ENTERPRISES LLC,SAN ANTONIO MARKET TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,13.2087,5.2835,0,0.2081,0.2081,0,45.005
BG0249J,RN100542679,AGGREGATE PLANT PRODUCTS CO,AGGREGATE PLANT PRODUCTS (NOV APPCO),2015,BEXAR,13,3444,SHEET METAL WORK,0.2939,0.3499,0,0,0,0.0021,0.4497
BG0253S,RN102310901,NUSTAR LOGISTICS LP,SAN ANTONIO SOUTH TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,1.1824,2.9254,0,0,0,0,27.7332
BG0259G,RN100220474,ALAMO CEMENT COMPANY,1604 PLANT,2015,BEXAR,13,3241,CEMENT & HYDRAULIC,735.5409,2449.4,0.0015,86.1397,28.2091,3.3324,28.2603
BG0346K,RN100222983,SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE,2015,BEXAR,13,8733,NONCOMMERCIAL RESEARCH ORGANANIZATIONS,157.4216,247.9486,0,2.6501,2.6501,2.8192,59.3136
BG0406R,RN100579069,TJ TEXAS INC,WESTOVER HILLS,2015,BEXAR,13,3674,SEMICONDUCTORS AND RELATED DEVICES,2.733,5.66,0,0.36,0.36,0.664,7.4976
BG0488M,RN101058733,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,SAN ANTONIO TERMINAL,2015,BEXAR,13,5171,PETROLEUM BULK STATIONS & TERMINALS,1.0667,0.4363,0,0,0,0.0002,26.1173
BG0526G,RN102459393,INTERTEK AUTOMOTIVE RESEARCH,INTERTEK AUTOMOTIVE RESEARCH,2015,BEXAR,13,8734,TESTING LABORATORIES,110.3151,44.9034,0,0.6407,0.6407,3.004,9.3317
BG0535F,RN100221373,ALCOA INC,SAN ANTONIO WORKS,2015,BEXAR,13,3353,ALUMINUM SHEET PLATE & FOIL,28.9787,37.4287,0,25.3302,25.0502,0.2198,3.0208
BG0579I,RN100852615,WIN SAM INC,UTSA CENTRAL ENERGY PLANT,2015,BEXAR,13,4939,COMBINATION UTILITY NEC,9.6544,12.6902,0,15.3744,0.5909,0.413,0.5435
BG0734U,RN100212422,BFI WASTE SYSTEMS OF NORTH AMERICA INC,TESSMAN ROAD LANDFILL,2015,BEXAR,13,4953,REFUSE SYSTEMS,3.1,1.36,0,32.02,16.54,0.26,18.8
BG0899K,RN100851625,FLOWERS BAKING CO OF SAN ANTONIO LLC,FLOWERS SAN ANTONIO BAKERY,2015,BEXAR,13,2051,BREAD & CAKE AND RELATED PRODUCTS,5.4874,6.5119,0,0.547,0.4966,0.0408,21.7131
BG1066M,RN100218338,WASTE MANAGEMENT OF TEXAS INC,COVEL GARDENS RPD FACILITY,2015,BEXAR,13,4953,REFUSE SYSTEMS,105.518,28.13,0,58.474,14.021,3.731,17.5297
BG1102K,RN100215854,BOEING COMPANY,THE BOEING COMPANY - SAN ANTONIO,2015,BEXAR,13,3721,AIRCRAFT,0.7032,1.4029,0,1.691,0.1029,0.0544,15.9301
BG1176E,RN100854256,KELLY AVIATION CENTER LP,KELLY AVIATION CENTER,2015,BEXAR,13,3724,AIRCRAFT ENGINES & ENGINE PARTS,6.8973,24.3665,0,2.4862,2.4862,1.1428,6.2335
BG1199P,RN100542828,ZEE MANUFACTURING LTD,CABINET MFG FACILITY,2015,BEXAR,13,2434,WOOD KITCHEN CABINETS,0.2364,0.2873,0,1.4284,1.4284,0.0018,15.868
BG1233R,RN100632629,BIO ENERGY AUSTIN LLC,TESSMAN RD LFG POWER STATION,2015,BEXAR,13,4911,ELECTRIC SERVICES,128.65,58.12,0,3.19,3.19,6.04,1.694
BG1306P,RN101966075,UNITED SERVICES AUTOMOBILE ASSOCIATION,NORTH & SOUTH PLANTS,2015,BEXAR,13,6399,INSURANCE CARRIERS & NEC,6.5545,14.2341,0,2.721,2.7161,0.0285,2.1892
BGA001A,RN104156062,BIO ENERGY TEXAS LLC,COVEL GARDENS LANDFILL GAS POWER STATION,2015,BEXAR,13,4911,ELECTRIC SERVICES,248.2,30.65,0,15.63,15.63,13.79,16.8786
BGA002B,RN104086673,TOYOTA MOTOR MANUFACTURING TEXAS INC,TOYOTA VEHICLE ASSEMBLY PLANT,2015,BEXAR,13,3711,MOTOR VEHICLES AND CAR BODIES,8.715,20.4496,0,24.5714,12.6264,0.244,430.4212
BGA019S,RN106307663,NELSON GARDENS ENERGY LLC,NELSON GARDENS ENERGY PLANT,2015,BEXAR,13,4911,ELECTRIC SERVICES,95.69,17.26,0,3.93,3.264,8.18,47.0329
BI0011W,RN100212299,WTG GAS PROCESSING LP,GOOD BOOSTER STATION,2015,BORDEN,7,1311,CRUDE PETROLEUM & NATURAL GAS,34.5,171.86,0,2.56,2.56,0.0086,22.6804
BJ0001T,RN100219856,LHOIST NORTH AMERICA OF TEXAS  LTD,CHEMICAL LIME CLIFTON PLANT,2015,BOSQUE,9,3274,LIME,501.322,792.784,0.0002,143.8611,38.9317,1227.3107,18.0819
BJ0049O,RN100226232,CALPINE BOSQUE ENERGY CENTER LLC,BOSQUE COUNTY POWER PLANT WHITNEY,2015,BOSQUE,9,4911,ELECTRIC SERVICES,186.3819,268.0228,0,74.8402,71.6902,9.8994,1.6282
BK0018O,RN101225464,DAY & ZIMMERMANN LONE STAR LLC,LONE STAR ARMY AMMUNITION PLANT TEXARKANA,2015,BOWIE,5,3483,AMMUNITION & EXCEPT FOR SMALL ARM,1.2308,1.6049,0,0.1196,0.1196,0.0101,0.9601
BK0025R,RN100224104,US DEPT OF THE ARMY,RED RIVER ARMY DEPOT,2015,BOWIE,5,9711,NATIONAL SECURITY,40.6368,69.1682,0,22.4942,3.8349,86.2498,87.6593
BK0036M,RN102248606,WEST FRASER WOOD PRODUCTS,NEW BOSTON LUMBER MILL,2015,BOWIE,5,2421,SAWMILLS & PLANING MILLS GENERAL,152.3354,28.7409,0.0134,86.6676,41.9657,8.3793,457.185
BK0051Q,RN100215250,ALUMAX MILL PRODUCTS INC,TEXARKANA FACILITY,2015,BOWIE,5,3341,SECONDARY NONFERROUS METALS,0,0,0,0,0,0,0
BL0002S,RN100238708,INEOS USA LLC,CHOCOLATE BAYOU PLANT,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,497.8874,1411.8799,0,106.5679,98.7001,20.2081,524.2287
BL0003Q,RN102326972,INEOS USA LLC,STRATTON RIDGE FACILITY,2015,BRAZORIA,12,5171,PETROLEUM BULK STATIONS & TERMINALS,16.6417,4.5067,0,0.2043,0.2007,0.1415,23.6675
BL0005M,RN100212000,ARROWHEAD PIPELINE LP,OLD OCEAN GAS PLANT,2015,BRAZORIA,12,1321,NATURAL GAS LIQUIDS,71.3614,90.9786,0,5.2296,5.2296,0.2536,47.2533
BL0020Q,RN102206620,UNITED STATES DEPARTMENT OF ENERGY,BRYAN MOUND FACILITY,2015,BRAZORIA,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0.889,3.892,0,0.123,0.123,0.02,5.702
BL0021O,RN100218049,BASF CORPORATION,FREEPORT SITE,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,134.5594,401.5423,0.0054,337.0825,164.0319,196.4136,180.4252
BL0029V,RN100210129,GULF CHEMICAL & METALLURGICAL CORPORATION,FREEPORT PLANT,2015,BRAZORIA,12,3341,SECONDARY NONFERROUS METALS,9.5669,25.2832,0.2527,34.5144,31.5092,48.8252,17.2361
BL0033H,RN101190221,DSM NUTRITIONAL PRODUCTS INC,DSM NUTRITIONAL PRODUCTS,2015,BRAZORIA,12,2834,PHARMACEUTICAL PREPARATIONS,4.2797,2.4256,0,0.6028,0.4299,0.0339,3.896
BL0035D,RN100212810,KEESHAN & BOST CHEMICAL CO INC,ALCOHOL PURIFICATION & ESTERS,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,12.7136,8.2567,0,4.4524,4.4524,6.7041,5.7111
BL0038U,RN100238682,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,109.9686,279.5151,0,35.6911,35.4961,6.8187,79.383
BL0039S,RN102185717,NALCO COMPANY  LLC,PETROCHEMICAL REFINING,2015,BRAZORIA,12,2899,CHEMICAL PREPARATIONS & NEC,9.1526,1.8037,0,0.4583,0.4583,0.064,4.1689
BL0040K,RN100917137,PACKAGING SERVICE COMPANY INC,PEARLAND FACILITY,2015,BRAZORIA,12,7389,BUSINESS SERVICES & NEC,0.027,0.081,0,0.0396,0.0396,0.1305,17.2651
BL0041I,RN100221134,PHILLIPS 66 COMPANY,FREEPORT TERMINAL,2015,BRAZORIA,12,5171,PETROLEUM BULK STATIONS & TERMINALS,9.9433,5.0277,0.0023,0.342,0.342,0.0405,43.3619
BL0042G,RN101619179,PHILLIPS 66 COMPANY,SWEENY REFINERY PETROCHEM,2015,BRAZORIA,12,2911,PETROLEUM REFINING,643.4405,510.7158,0.0439,304.5507,281.2577,224.9532,327.8916
BL0043E,RN102414604,XOG RESOURCES LLC,BRAZORIA NATURAL GAS BOOSTER,2015,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.3899,0.6022,0,0.1775,0.1775,0.0057,19.1129
BL0044C,RN102200482,CHEVRON PHILLIPS CHEMICAL COMPANY LP,CLEMENS TERMINAL,2015,BRAZORIA,12,4613,REFINED PETROLEUM PIPELINES,15.7254,6.4001,0,0.6313,0.6313,0.0206,68.1515
BL0045A,RN100215177,VENCOREX US INC,FREEPORT PLANT,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,2.526,6.79,0,14.5855,7.1581,0.0333,9.7362
BL0048R,RN100218999,SI GROUP INC,SI GROUP TX OPERATIONS,2015,BRAZORIA,12,2865,CYCLIC CRUDES AND INTERMEDIATES & AND ORGANIC DYES,53.7949,87.7417,0,7.631,5.3586,0.4248,65.2112
BL0050H,RN100221118,PHILLIPS 66 COMPANY,JONES CREEK TERMINAL,2015,BRAZORIA,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0.0554,0.257,0,0.0183,0.0183,0.0171,21.1461
BL0051F,RN100213198,SHINTECH INCORPORATED,SHINTECH FREEPORT PLANT,2015,BRAZORIA,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,3.02,29.1,0,13.69,13.35,0.72,111.6815
BL0066P,RN100543057,GENESIS CRUDE OIL LP,WEST COLUMBIA TANK FARM,2015,BRAZORIA,12,4612,CRUDE PETROLEUM PIPE LINES,0,0,0,0,0,0,13.9589
BL0082R,RN100225945,DOW CHEMICAL COMPANY,DOW TEXAS OPERATIONS FREEPORT,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,516.1777,1242.4741,0.0052,218.7505,184.9937,2.2384,562.6162
BL0216U,RN100912302,TEXAS PETROLEUM INVESTMENT CO,MCFARLAND FACILITY,2015,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.1221,0.5201,0,0.1873,0.1873,0.0055,4.1782
BL0249F,RN100542463,HOUSTON PIPELINE COMPANY LP,MANVEL COMPRESSOR STATION,2015,BRAZORIA,12,4922,NATURAL GAS TRANSMISSION,2.6829,0.2397,0,0.0345,0.0345,0.0009,0.574
BL0265H,RN102607884,ENTERPRISE  PRODUCTS  OPERATING  LLC,SWEENY COMPRESSOR STATION,2015,BRAZORIA,12,1321,NATURAL GAS LIQUIDS,0,0,0,0,0,0,0
BL0268B,RN100237668,EQUISTAR CHEMICALS LP,CHOCOLATE BAYOU POLYMERS,2015,BRAZORIA,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,18.9335,3.8771,0,4.8051,1.6567,0.094,285.8133
BL0339D,RN100221092,PHILLIPS 66 COMPANY,SAN BERNARD TERMINAL,2015,BRAZORIA,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0.0636,0.0696,0,0.005,0.005,0.0042,6.9776
BL0366A,RN100246438,WHITE MARLIN OPERATING COMPANY LLC,CHOCOLATE BAYOU FIELD PRODUCTION SITE,2015,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,0.476,0.566,0,0.042,0.042,0.0038,23.4535
BL0378Q,RN100223122,FREEPORT POWER LIMITED,OYSTER CREEK COGENERATION POWER UNIT 8,2015,BRAZORIA,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,59.2016,247.222,0.0057,97.2415,71.5432,1.138,20.6353
BL0396O,RN100227115,ENTERPRISE  PRODUCTS  OPERATING  LLC,STATION 812,2015,BRAZORIA,12,4922,NATURAL GAS TRANSMISSION,0.749,0.447,0,0.004,0.004,0,0.129
BL0423N,RN102037959,TEXAS BARGE & BOAT INC,TEXAS BARGE & BOAT,2015,BRAZORIA,12,3731,SHIP BUILDING AND REPAIRING,2.3435,1.1739,0,0.1559,0.1554,0.0092,12.8778
BL0432M,RN102572328,WHITE MARLIN OPERATING COMPANY LLC,CHOCOLATE BAYOU FIELD CENTRAL PRODUCTION SITE,2015,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.231,0.774,0,0.297,0.297,0.009,13.5819
BL0560C,RN103057568,SOLUTIA INC,CHOCOLATE BAYOU PLANT,2015,BRAZORIA,12,1311,CRUDE PETROLEUM & NATURAL GAS,14.3095,0,0,0,0,0,1.349
BL0571U,RN101948883,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,2015,BRAZORIA,12,4612,CRUDE PETROLEUM PIPE LINES,0.8155,2.8985,0,0.1981,0.1981,0.1846,15.6484
BL0622F,RN100217033,SWEENY COGENERATION LP,SWEENY COGENERATION FACILITY,2015,BRAZORIA,12,4961,STEAM AND AIR CONDITIONING SUPPLY,267.886,405.739,0,46.174,46.174,10.225,13.851
